order_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
1144,cancelled,f,2023-04-19 00:04:00+00:00,,,,3
1152,cancelled,f,2023-05-24 01:23:00+00:00,,,,3
1171,cancelled,f,2022-11-29 02:33:00+00:00,,,,4
1176,cancelled,f,2023-02-14 16:06:00+00:00,,,,1
1224,cancelled,f,2024-01-12 12:20:00+00:00,,,,2
1229,cancelled,f,2023-12-21 13:49:00+00:00,,,,1
1242,cancelled,f,2023-11-23 09:06:00+00:00,,,,1
1262,cancelled,f,2023-12-06 04:53:00+00:00,,,,4
1269,cancelled,f,2023-02-12 06:19:00+00:00,,,,4
1296,cancelled,f,2023-11-22 04:21:00+00:00,,,,1
1320,cancelled,f,2021-03-20 06:57:00+00:00,,,,1
1329,cancelled,f,2021-01-21 18:28:00+00:00,,,,1
1355,cancelled,f,2022-11-18 15:07:00+00:00,,,,2
1358,cancelled,f,2022-09-20 03:47:00+00:00,,,,3
1369,cancelled,f,2023-10-26 13:47:00+00:00,,,,1
1374,cancelled,f,2022-04-06 01:04:00+00:00,,,,2
1379,cancelled,f,2020-07-29 04:40:00+00:00,,,,2
1385,cancelled,f,2023-11-22 07:55:00+00:00,,,,1
1392,cancelled,f,2022-01-04 16:03:00+00:00,,,,1
1421,cancelled,f,2023-09-28 17:22:00+00:00,,,,1
1450,cancelled,f,2022-02-13 09:25:00+00:00,,,,1
1456,cancelled,f,,,,,1
1461,cancelled,f,2020-09-01 18:32:00+00:00,,,,2
1477,cancelled,f,2023-12-28 00:36:00+00:00,,,,1
1478,cancelled,f,2023-06-30 00:36:00+00:00,,,,1
1482,cancelled,f,2022-06-19 10:57:00+00:00,,,,2
1484,cancelled,f,2023-08-02 09:19:00+00:00,,,,2
1485,cancelled,f,2023-11-01 06:56:00+00:00,,,,1
1517,cancelled,f,2023-09-09 04:33:00+00:00,,,,1
1518,cancelled,f,2023-09-06 17:19:00+00:00,,,,1
1524,cancelled,f,2023-09-29 06:30:00+00:00,,,,1
1545,cancelled,f,2023-11-07 18:10:00+00:00,,,,2
1555,cancelled,f,2022-12-08 11:53:00+00:00,,,,1
1556,cancelled,f,2021-03-21 01:34:00+00:00,,,,1
1597,cancelled,f,2021-11-28 02:52:00+00:00,,,,1
1605,cancelled,f,2023-06-19 05:40:00+00:00,,,,4
1626,cancelled,f,2022-04-01 13:19:00+00:00,,,,1
1632,cancelled,f,2021-01-09 03:25:00+00:00,,,,2
1635,cancelled,f,2023-07-26 17:37:00+00:00,,,,4
1643,cancelled,f,2022-11-23 14:04:00+00:00,,,,2
1663,cancelled,f,2020-09-21 12:23:00+00:00,,,,2
1708,cancelled,f,2022-12-24 15:05:00+00:00,,,,1
1710,cancelled,f,2023-03-12 16:12:00+00:00,,,,1
1714,cancelled,f,2023-11-20 13:20:00+00:00,,,,1
1770,cancelled,f,2023-08-23 09:20:00+00:00,,,,1
1788,cancelled,f,2022-10-30 15:26:00+00:00,,,,1
1796,cancelled,f,2023-04-30 15:56:00+00:00,,,,3
1815,cancelled,f,2023-10-09 10:07:00+00:00,,,,1
1823,cancelled,f,2022-03-08 07:18:00+00:00,,,,1
1830,cancelled,f,2023-12-21 15:14:00+00:00,,,,1
1853,cancelled,f,2023-12-22 03:05:00+00:00,,,,1
1869,cancelled,f,2023-11-06 12:37:00+00:00,,,,2
1892,cancelled,f,2023-10-22 03:24:00+00:00,,,,1
1893,cancelled,f,2023-02-22 03:24:00+00:00,,,,1
1914,cancelled,f,2023-11-14 03:02:00+00:00,,,,1
1930,cancelled,f,2022-12-09 18:11:00+00:00,,,,1
1944,cancelled,f,2024-01-06 18:10:00+00:00,,,,1
1947,cancelled,f,2021-11-15 02:54:00+00:00,,,,1
1962,cancelled,f,2023-12-27 09:00:00+00:00,,,,1
1963,cancelled,f,2023-12-20 09:00:00+00:00,,,,1
1970,cancelled,f,2019-08-30 01:34:00+00:00,,,,1
1972,cancelled,f,2024-01-15 18:21:00+00:00,,,,2
1979,cancelled,f,2023-07-25 06:24:00+00:00,,,,1
1990,cancelled,f,2023-06-13 08:45:00+00:00,,,,1
1991,cancelled,f,2021-10-02 00:43:00+00:00,,,,1
2132,cancelled,f,2020-06-27 04:04:00+00:00,,,,1
2150,cancelled,f,,,,,1
2188,cancelled,f,2021-06-17 14:39:00+00:00,,,,1
2195,cancelled,f,2023-06-26 11:44:00+00:00,,,,2
2212,cancelled,f,2020-09-28 10:59:00+00:00,,,,3
2253,cancelled,f,2023-09-12 00:40:00+00:00,,,,2
2272,cancelled,f,2023-12-02 05:19:00+00:00,,,,1
2274,cancelled,f,2020-04-26 00:55:00+00:00,,,,1
2277,cancelled,f,2020-06-24 01:26:00+00:00,,,,1
2281,cancelled,f,2023-10-16 10:30:00+00:00,,,,1
2287,cancelled,f,2023-11-10 11:00:00+00:00,,,,1
2289,cancelled,f,2023-10-09 11:00:00+00:00,,,,1
2316,cancelled,f,2022-10-06 17:59:00+00:00,,,,2
2324,cancelled,f,2023-09-16 15:46:00+00:00,,,,1
2355,cancelled,f,2023-02-08 09:27:00+00:00,,,,1
2362,cancelled,f,2021-10-04 14:46:00+00:00,,,,1
2376,cancelled,f,2024-01-14 04:26:00+00:00,,,,3
2386,cancelled,f,2023-06-02 17:20:00+00:00,,,,1
2412,cancelled,f,2022-12-05 16:20:00+00:00,,,,2
2430,cancelled,f,2022-03-01 00:54:00+00:00,,,,1
2447,cancelled,f,2023-07-20 06:12:00+00:00,,,,3
2448,cancelled,f,2023-08-09 12:34:00+00:00,,,,1
2451,cancelled,f,2023-08-03 10:47:00+00:00,,,,2
2454,cancelled,f,2023-08-01 14:17:00+00:00,,,,2
2457,cancelled,f,2023-08-13 00:45:00+00:00,,,,1
2477,cancelled,f,2024-01-14 07:45:00+00:00,,,,3
2489,cancelled,f,2023-09-10 12:22:00+00:00,,,,1
2500,cancelled,f,2023-07-07 13:01:00+00:00,,,,2
2501,cancelled,f,2022-03-22 13:01:00+00:00,,,,1
2506,cancelled,f,2023-02-04 17:29:00+00:00,,,,2
2552,cancelled,f,2023-02-26 05:04:00+00:00,,,,1
2556,cancelled,f,2023-06-20 18:49:00+00:00,,,,3
2560,cancelled,f,2021-04-19 17:32:00+00:00,,,,2
2566,cancelled,f,2023-12-01 17:55:00+00:00,,,,1
2567,cancelled,f,2023-10-06 10:19:00+00:00,,,,1
2584,cancelled,f,2023-11-17 12:11:00+00:00,,,,1
2602,cancelled,f,2023-01-02 18:14:00+00:00,,,,1
2603,cancelled,f,2023-09-01 18:14:00+00:00,,,,1
2607,cancelled,f,,,,,1
2655,cancelled,f,,,,,1
2686,cancelled,f,2021-03-13 03:26:00+00:00,,,,1
2722,cancelled,f,2023-07-04 14:31:00+00:00,,,,1
2735,cancelled,f,2021-03-12 06:23:00+00:00,,,,3
2743,cancelled,f,2023-12-03 18:04:00+00:00,,,,1
2762,cancelled,f,2023-08-08 07:31:00+00:00,,,,1
2794,cancelled,f,2023-04-21 03:32:00+00:00,,,,1
2831,cancelled,f,2023-03-26 14:30:00+00:00,,,,1
2834,cancelled,f,2023-12-21 03:15:00+00:00,,,,1
2839,cancelled,f,2023-12-08 07:13:00+00:00,,,,1
2852,cancelled,f,2022-11-24 17:59:00+00:00,,,,4
2862,cancelled,f,2022-08-05 10:24:00+00:00,,,,1
2864,cancelled,f,2022-10-20 02:56:00+00:00,,,,1
2883,cancelled,f,2024-01-15 08:18:00+00:00,,,,1
2902,cancelled,f,2022-02-06 18:10:00+00:00,,,,2
2907,cancelled,f,2023-12-09 03:17:00+00:00,,,,1
2969,cancelled,f,2022-01-27 14:33:00+00:00,,,,2
2994,cancelled,f,2022-10-08 06:37:00+00:00,,,,1
3000,cancelled,f,2020-11-01 02:19:00+00:00,,,,1
3010,cancelled,f,2023-07-06 03:20:00+00:00,,,,1
3015,cancelled,f,2023-01-12 05:10:00+00:00,,,,1
3020,cancelled,f,2021-04-13 04:41:00+00:00,,,,1
3052,cancelled,f,2023-05-12 09:13:00+00:00,,,,1
3066,cancelled,f,2021-09-17 05:26:00+00:00,,,,1
3081,cancelled,f,2022-02-14 06:04:00+00:00,,,,1
3088,cancelled,f,2023-10-10 04:25:00+00:00,,,,1
3095,cancelled,f,2023-11-28 13:06:00+00:00,,,,2
3137,cancelled,f,2022-11-16 06:28:00+00:00,,,,1
3141,cancelled,f,2023-12-25 10:37:00+00:00,,,,1
3169,cancelled,f,2023-07-19 10:50:00+00:00,,,,2
3174,cancelled,f,2022-07-29 00:14:00+00:00,,,,2
3180,cancelled,f,2022-10-13 15:04:00+00:00,,,,1
3192,cancelled,f,2022-05-22 15:05:00+00:00,,,,2
3205,cancelled,f,2023-10-21 10:57:00+00:00,,,,1
3237,cancelled,f,2024-01-07 11:14:00+00:00,,,,1
3240,cancelled,f,2021-12-28 05:37:00+00:00,,,,1
3241,cancelled,f,2022-02-21 05:37:00+00:00,,,,2
3251,cancelled,f,2023-08-18 07:19:00+00:00,,,,2
3255,cancelled,f,2020-05-27 07:27:00+00:00,,,,1
3284,cancelled,f,2020-08-08 09:55:00+00:00,,,,1
3290,cancelled,f,2023-10-28 15:17:00+00:00,,,,2
3294,cancelled,f,2023-03-24 06:51:00+00:00,,,,1
3320,cancelled,f,2022-11-11 03:03:00+00:00,,,,1
3321,cancelled,f,2023-04-22 03:03:00+00:00,,,,1
3329,cancelled,f,2023-12-01 09:34:00+00:00,,,,1
3379,cancelled,f,2023-11-28 13:17:00+00:00,,,,1
3414,cancelled,f,2023-05-06 09:01:00+00:00,,,,1
3443,cancelled,f,2023-08-07 07:51:00+00:00,,,,2
3507,cancelled,f,2023-07-14 06:14:00+00:00,,,,2
3547,cancelled,f,2023-12-09 10:25:00+00:00,,,,1
3554,cancelled,f,2021-08-04 07:16:00+00:00,,,,1
3583,cancelled,f,2022-05-09 06:45:00+00:00,,,,3
3598,cancelled,f,2020-09-17 17:59:00+00:00,,,,1
3599,cancelled,f,2021-11-20 17:59:00+00:00,,,,1
3626,cancelled,f,2021-05-04 06:12:00+00:00,,,,1
3632,cancelled,f,2023-05-23 12:42:00+00:00,,,,1
3656,cancelled,f,2023-12-20 09:27:00+00:00,,,,2
3682,cancelled,f,2023-08-17 02:58:00+00:00,,,,1
3683,cancelled,f,2023-07-08 02:58:00+00:00,,,,1
3689,cancelled,f,2019-11-04 07:32:00+00:00,,,,1
3690,cancelled,f,2021-03-19 07:32:00+00:00,,,,2
3695,cancelled,f,2023-05-21 02:55:00+00:00,,,,1
3696,cancelled,f,2021-06-16 02:55:00+00:00,,,,1
3700,cancelled,f,2022-06-18 05:33:00+00:00,,,,1
3719,cancelled,f,2021-10-23 03:16:00+00:00,,,,2
3722,cancelled,f,2023-02-05 00:39:00+00:00,,,,1
3758,cancelled,f,2023-09-20 02:59:00+00:00,,,,1
3819,cancelled,f,,,,,1
3826,cancelled,f,2023-08-30 08:10:00+00:00,,,,1
3827,cancelled,f,2023-03-22 13:15:00+00:00,,,,1
3840,cancelled,f,2022-06-29 10:14:00+00:00,,,,4
3887,cancelled,f,2022-06-20 13:14:00+00:00,,,,1
3894,cancelled,f,2023-11-28 01:47:00+00:00,,,,2
3902,cancelled,f,2023-11-29 13:12:00+00:00,,,,1
3906,cancelled,f,2021-12-15 17:39:00+00:00,,,,1
3934,cancelled,f,2023-04-03 14:09:00+00:00,,,,1
3937,cancelled,f,2023-06-23 07:57:00+00:00,,,,1
3949,cancelled,f,2019-05-24 01:25:00+00:00,,,,2
3951,cancelled,f,2023-10-18 14:17:00+00:00,,,,1
3955,cancelled,f,2024-01-08 18:33:00+00:00,,,,1
3958,cancelled,f,2023-08-13 17:36:00+00:00,,,,1
3975,cancelled,f,2024-01-15 13:33:00+00:00,,,,1
3983,cancelled,f,2023-08-28 06:11:00+00:00,,,,4
3986,cancelled,f,2022-11-09 08:29:00+00:00,,,,3
3990,cancelled,f,2023-11-19 14:03:00+00:00,,,,2
3999,cancelled,f,2022-02-27 14:49:00+00:00,,,,1
4005,cancelled,f,2023-06-11 02:28:00+00:00,,,,3
4022,cancelled,f,2023-10-23 12:56:00+00:00,,,,1
4050,cancelled,f,2023-10-26 11:46:00+00:00,,,,1
4057,cancelled,f,2020-04-17 04:37:00+00:00,,,,1
4065,cancelled,f,2022-09-22 01:15:00+00:00,,,,4
4068,cancelled,f,2020-12-27 07:53:00+00:00,,,,1
4074,cancelled,f,2023-08-05 03:56:00+00:00,,,,2
4075,cancelled,f,2023-10-05 03:56:00+00:00,,,,2
4084,cancelled,f,2023-06-03 05:04:00+00:00,,,,1
4132,cancelled,f,2020-11-12 04:18:00+00:00,,,,2
4138,cancelled,f,2023-02-07 10:39:00+00:00,,,,1
4140,cancelled,f,2022-11-20 10:39:00+00:00,,,,2
4141,cancelled,f,2022-12-22 10:39:00+00:00,,,,1
4145,cancelled,f,2023-09-28 18:57:00+00:00,,,,1
4150,cancelled,f,2023-11-02 14:39:00+00:00,,,,1
4151,cancelled,f,2023-10-17 14:39:00+00:00,,,,2
4164,cancelled,f,2023-12-05 14:08:00+00:00,,,,1
4171,cancelled,f,2023-11-07 02:01:00+00:00,,,,1
4172,cancelled,f,2023-12-29 02:01:00+00:00,,,,4
4176,cancelled,f,2022-04-10 03:51:00+00:00,,,,1
4192,cancelled,f,2023-02-09 09:48:00+00:00,,,,1
4199,cancelled,f,2022-08-28 17:09:00+00:00,,,,1
4205,cancelled,f,2021-10-12 07:59:00+00:00,,,,2
4214,cancelled,f,2023-08-26 18:34:00+00:00,,,,1
4235,cancelled,f,2022-06-06 05:51:00+00:00,,,,3
4259,cancelled,f,2022-04-27 18:46:00+00:00,,,,1
4278,cancelled,f,2023-01-10 16:20:00+00:00,,,,1
4295,cancelled,f,2022-11-24 10:55:00+00:00,,,,2
4304,cancelled,f,2020-08-20 18:55:00+00:00,,,,2
4313,cancelled,f,2023-10-17 09:17:00+00:00,,,,1
4318,cancelled,f,,,,,1
4320,cancelled,f,2022-10-11 10:38:00+00:00,,,,1
4334,cancelled,f,2023-05-28 04:00:00+00:00,,,,1
4343,cancelled,f,2022-10-06 00:47:00+00:00,,,,1
4345,cancelled,f,2024-01-14 00:48:00+00:00,,,,1
4347,cancelled,f,2024-01-09 00:48:00+00:00,,,,1
4353,cancelled,f,2022-09-09 09:50:00+00:00,,,,2
4407,cancelled,f,2023-02-13 15:01:00+00:00,,,,4
4436,cancelled,f,2022-06-21 09:31:00+00:00,,,,2
4473,cancelled,f,2020-06-17 13:16:00+00:00,,,,1
4477,cancelled,f,2022-03-20 06:33:00+00:00,,,,1
4478,cancelled,f,2022-08-13 16:32:00+00:00,,,,1
4490,cancelled,f,2023-11-07 07:46:00+00:00,,,,1
4499,cancelled,f,2023-09-23 15:16:00+00:00,,,,1
4503,cancelled,f,2020-10-09 08:47:00+00:00,,,,1
4507,cancelled,f,2023-06-09 16:44:00+00:00,,,,1
4511,cancelled,f,2023-12-20 08:43:00+00:00,,,,1
4516,cancelled,f,2024-01-08 17:26:00+00:00,,,,1
4524,cancelled,f,2023-11-04 16:21:00+00:00,,,,1
4525,cancelled,f,2023-11-27 14:55:00+00:00,,,,1
4527,cancelled,f,2024-01-08 13:15:00+00:00,,,,1
4531,cancelled,f,2022-10-24 14:27:00+00:00,,,,3
4566,cancelled,f,2024-01-07 09:07:00+00:00,,,,1
4589,cancelled,f,2021-12-24 14:08:00+00:00,,,,1
4601,cancelled,f,2023-05-11 01:41:00+00:00,,,,1
4614,cancelled,f,2021-07-28 07:11:00+00:00,,,,1
4618,cancelled,f,2021-07-22 18:19:00+00:00,,,,1
4632,cancelled,f,2019-07-04 10:24:00+00:00,,,,1
4633,cancelled,f,2023-12-17 15:40:00+00:00,,,,1
4639,cancelled,f,,,,,1
4644,cancelled,f,2023-08-07 13:33:00+00:00,,,,1
4658,cancelled,f,2021-12-17 18:32:00+00:00,,,,1
4662,cancelled,f,2022-03-14 13:54:00+00:00,,,,1
4700,cancelled,f,2023-07-31 06:47:00+00:00,,,,1
4702,cancelled,f,2022-01-08 16:34:00+00:00,,,,1
4711,cancelled,f,2023-09-17 00:12:00+00:00,,,,1
4715,cancelled,f,2020-10-26 13:00:00+00:00,,,,2
4736,cancelled,f,2023-12-22 14:48:00+00:00,,,,2
4738,cancelled,f,2022-11-05 01:03:00+00:00,,,,1
4779,cancelled,f,2023-09-03 02:43:00+00:00,,,,1
4818,cancelled,f,2021-10-09 12:59:00+00:00,,,,1
4827,cancelled,f,2022-05-29 12:43:00+00:00,,,,1
4828,cancelled,f,2022-03-08 12:43:00+00:00,,,,1
4829,cancelled,f,2021-10-05 12:25:00+00:00,,,,1
4830,cancelled,f,2020-12-29 12:25:00+00:00,,,,1
4831,cancelled,f,2023-01-17 01:16:00+00:00,,,,1
4864,cancelled,f,2023-10-12 17:41:00+00:00,,,,1
4888,cancelled,f,2023-04-01 09:23:00+00:00,,,,1
4897,cancelled,f,2023-07-23 08:21:00+00:00,,,,2
4907,cancelled,f,2023-07-25 07:57:00+00:00,,,,1
4910,cancelled,f,2022-07-11 10:40:00+00:00,,,,1
4914,cancelled,f,2023-02-17 03:15:00+00:00,,,,4
4916,cancelled,f,2022-12-22 01:07:00+00:00,,,,2
4921,cancelled,f,2020-03-22 13:44:00+00:00,,,,2
4929,cancelled,f,2023-11-09 11:28:00+00:00,,,,1
5008,cancelled,f,2020-11-10 13:31:00+00:00,,,,1
5009,cancelled,f,2023-11-25 13:31:00+00:00,,,,1
5024,cancelled,f,2023-03-16 05:49:00+00:00,,,,1
5046,cancelled,f,2024-01-07 02:56:00+00:00,,,,1
5078,cancelled,f,2023-06-29 06:30:00+00:00,,,,1
5079,cancelled,f,,,,,1
5098,cancelled,f,2022-11-19 10:43:00+00:00,,,,1
5117,cancelled,f,2023-11-15 13:16:00+00:00,,,,1
5126,cancelled,f,2023-12-28 16:28:00+00:00,,,,1
5130,cancelled,f,2023-09-16 03:45:00+00:00,,,,1
5170,cancelled,f,2023-05-16 05:05:00+00:00,,,,1
5175,cancelled,f,2023-06-20 13:11:00+00:00,,,,1
5188,cancelled,f,2023-11-19 07:14:00+00:00,,,,1
5216,cancelled,f,2023-06-14 01:11:00+00:00,,,,1
5229,cancelled,f,2022-03-20 16:10:00+00:00,,,,1
5234,cancelled,f,2023-03-29 09:44:00+00:00,,,,1
5235,cancelled,f,2020-08-27 09:44:00+00:00,,,,2
5242,cancelled,f,2020-06-16 18:55:00+00:00,,,,1
5254,cancelled,f,2019-05-23 13:50:00+00:00,,,,1
5268,cancelled,f,2023-07-02 08:52:00+00:00,,,,1
5282,cancelled,f,2023-07-03 06:32:00+00:00,,,,1
5289,cancelled,f,2022-04-21 08:19:00+00:00,,,,1
5298,cancelled,f,2019-12-06 17:52:00+00:00,,,,1
5308,cancelled,f,2023-11-27 11:19:00+00:00,,,,4
5339,cancelled,f,2023-12-23 06:12:00+00:00,,,,1
5378,cancelled,f,2023-10-03 11:32:00+00:00,,,,1
5381,cancelled,f,2022-10-27 03:33:00+00:00,,,,2
5399,cancelled,f,2023-10-05 08:56:00+00:00,,,,1
5404,cancelled,f,2023-12-17 11:59:00+00:00,,,,4
5405,cancelled,f,2023-10-29 18:26:00+00:00,,,,1
5411,cancelled,f,2023-04-09 10:00:00+00:00,,,,4
5443,cancelled,f,2021-06-10 07:12:00+00:00,,,,1
5445,cancelled,f,2022-01-14 05:30:00+00:00,,,,1
5469,cancelled,f,2019-11-06 10:45:00+00:00,,,,1
5481,cancelled,f,2024-01-03 16:51:00+00:00,,,,1
5487,cancelled,f,2022-11-12 09:32:00+00:00,,,,1
5497,cancelled,f,2023-08-23 02:41:00+00:00,,,,4
5504,cancelled,f,2023-01-21 10:19:00+00:00,,,,1
5507,cancelled,f,2022-08-29 12:44:00+00:00,,,,1
5517,cancelled,f,2022-04-01 13:31:00+00:00,,,,1
5525,cancelled,f,2023-08-22 09:04:00+00:00,,,,3
5531,cancelled,f,2020-01-25 13:44:00+00:00,,,,1
5545,cancelled,f,2023-12-22 05:45:00+00:00,,,,2
5578,cancelled,f,2023-10-13 11:49:00+00:00,,,,2
5614,cancelled,f,2022-05-25 02:23:00+00:00,,,,3
5643,cancelled,f,2019-09-22 05:15:00+00:00,,,,1
5645,cancelled,f,2020-12-17 05:15:00+00:00,,,,1
5662,cancelled,f,2021-03-12 04:00:00+00:00,,,,1
5678,cancelled,f,2023-06-04 06:39:00+00:00,,,,1
5698,cancelled,f,2024-01-11 18:06:00+00:00,,,,1
5718,cancelled,f,2022-12-06 01:37:00+00:00,,,,1
5731,cancelled,f,2020-02-13 02:22:00+00:00,,,,4
5733,cancelled,f,2022-03-09 17:55:00+00:00,,,,2
5742,cancelled,f,2022-08-26 08:37:00+00:00,,,,2
5743,cancelled,f,2023-06-19 08:37:00+00:00,,,,1
5748,cancelled,f,,,,,4
5753,cancelled,f,2023-07-08 08:48:00+00:00,,,,1
5763,cancelled,f,2023-11-02 08:38:00+00:00,,,,1
5769,cancelled,f,2022-05-31 03:42:00+00:00,,,,3
5774,cancelled,f,2022-07-03 10:52:00+00:00,,,,1
5776,cancelled,f,2023-07-07 04:05:00+00:00,,,,1
5784,cancelled,f,2022-11-02 09:06:00+00:00,,,,1
5785,cancelled,f,2023-01-11 09:06:00+00:00,,,,1
5786,cancelled,f,2022-07-22 10:09:00+00:00,,,,1
5792,cancelled,f,2022-09-15 10:04:00+00:00,,,,1
5796,cancelled,f,2023-06-14 02:17:00+00:00,,,,1
5858,cancelled,f,2023-08-25 10:11:00+00:00,,,,1
5867,cancelled,f,2023-03-06 09:56:00+00:00,,,,1
5884,cancelled,f,2021-09-26 05:11:00+00:00,,,,2
5886,cancelled,f,2021-07-07 01:25:00+00:00,,,,1
5896,cancelled,f,2023-12-12 16:35:00+00:00,,,,1
5898,cancelled,f,2022-11-28 09:49:00+00:00,,,,1
5924,cancelled,f,2024-01-07 00:19:00+00:00,,,,1
5951,cancelled,f,2019-12-10 08:54:00+00:00,,,,2
5955,cancelled,f,2021-02-11 13:18:00+00:00,,,,2
5989,cancelled,f,2023-06-05 07:41:00+00:00,,,,1
5990,cancelled,f,2023-03-03 07:41:00+00:00,,,,1
