id,order_id,product_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
115641,79667,13606,complete,2023-04-29 12:04:29+00:00,2023-05-01 01:49:00+00:00,2023-05-01 02:29:00+00:00,,2.5
65720,45214,13606,processing,2019-06-18 09:15:28+00:00,,,,2.5
84694,58284,13606,processing,2023-02-19 03:30:49+00:00,,,,2.5
156115,107484,13606,returned,2023-08-05 14:28:49+00:00,2023-08-03 04:51:00+00:00,2023-08-06 04:30:00+00:00,2023-08-08 18:18:00+00:00,2.5
106562,73407,13606,shipped,2023-10-04 12:09:15+00:00,2023-10-01 07:21:00+00:00,,,2.5
173565,119498,28913,complete,2021-12-30 06:35:06+00:00,2021-12-31 18:40:00+00:00,2022-01-05 03:10:00+00:00,,2.5899999141693115
104515,71989,28913,processing,2023-09-05 14:51:43+00:00,,,,2.5899999141693115
140974,97036,28913,processing,2023-08-05 06:29:14+00:00,,,,2.5899999141693115
33817,23311,28913,returned,2021-12-31 03:33:39+00:00,2021-12-30 19:53:00+00:00,2021-12-30 20:38:00+00:00,2021-12-31 11:48:00+00:00,2.5899999141693115
93470,64313,28913,returned,2023-12-03 07:38:33+00:00,2023-12-05 06:17:00+00:00,2023-12-07 11:37:00+00:00,2023-12-09 22:22:00+00:00,2.5899999141693115
101469,69866,28913,shipped,2023-10-20 01:44:58+00:00,2023-10-21 05:23:00+00:00,,,2.5899999141693115
117388,80864,28913,shipped,2023-03-01 11:13:13+00:00,2023-03-04 08:38:00+00:00,,,2.5899999141693115
39381,27116,13690,cancelled,2022-01-01 12:36:06+00:00,,,,2.6700000762939453
102962,70898,15395,cancelled,2022-07-24 08:09:34+00:00,,,,2.6700000762939453
137600,94726,13690,cancelled,2024-01-04 12:49:19+00:00,,,,2.6700000762939453
137626,94743,15395,complete,2020-04-01 11:04:08+00:00,2020-04-03 19:56:00+00:00,2020-04-08 11:55:00+00:00,,2.6700000762939453
43077,29644,13690,processing,2023-08-26 07:36:41+00:00,,,,2.6700000762939453
73460,50546,13690,processing,2023-10-30 23:04:09+00:00,,,,2.6700000762939453
177399,122200,13690,processing,2023-07-30 22:08:49+00:00,,,,2.6700000762939453
180194,124128,15395,processing,2021-02-10 01:14:37+00:00,,,,2.6700000762939453
14467,10030,13690,shipped,2020-10-16 10:28:11+00:00,2020-10-18 22:09:00+00:00,,,2.6700000762939453
105792,72880,15395,shipped,2023-03-03 03:58:29+00:00,2023-03-04 00:42:00+00:00,,,2.6700000762939453
110705,76286,15395,shipped,2023-05-19 13:53:59+00:00,2023-05-22 11:49:00+00:00,,,2.6700000762939453
168382,115969,28774,complete,2023-07-21 03:59:33+00:00,2023-07-19 06:22:00+00:00,2023-07-21 05:28:00+00:00,,2.7799999713897705
180370,124252,28774,complete,2023-12-14 02:34:01+00:00,2023-12-12 03:14:00+00:00,2023-12-12 19:54:00+00:00,,2.7799999713897705
88577,60943,28774,processing,2023-03-25 13:06:51+00:00,,,,2.7799999713897705
156194,107539,28774,processing,2023-06-23 02:29:02+00:00,,,,2.7799999713897705
43793,30142,28774,shipped,2022-06-06 07:00:33+00:00,2022-06-03 21:54:00+00:00,,,2.7799999713897705
126487,87122,28774,shipped,2021-02-26 13:17:31+00:00,2021-02-23 19:23:00+00:00,,,2.7799999713897705
171775,118273,28689,shipped,2022-12-04 15:40:55+00:00,2022-12-01 20:44:00+00:00,,,2.799999952316284
10425,7187,9220,cancelled,2022-08-15 08:13:07+00:00,,,,2.950000047683716
13223,9167,28921,cancelled,2023-03-10 17:35:44+00:00,,,,2.950000047683716
53217,36583,29008,cancelled,2021-04-10 14:18:36+00:00,,,,2.950000047683716
80856,55635,15349,cancelled,2023-04-21 16:17:04+00:00,,,,2.950000047683716
92697,63783,28862,cancelled,2022-03-02 06:40:16+00:00,,,,2.950000047683716
100840,69420,28862,cancelled,2022-02-28 00:38:28+00:00,,,,2.950000047683716
117071,80637,29008,cancelled,2021-12-05 02:24:33+00:00,,,,2.950000047683716
139191,95826,9220,cancelled,2023-11-13 05:52:23+00:00,,,,2.950000047683716
170427,117367,28921,cancelled,2022-11-10 13:14:03+00:00,,,,2.950000047683716
175274,120705,13662,cancelled,2023-10-21 06:45:15+00:00,,,,2.950000047683716
33451,23048,28548,complete,2024-01-01 14:09:11+00:00,2024-01-04 15:50:00+00:00,2024-01-04 17:58:00+00:00,,2.950000047683716
33624,23171,28921,complete,2023-04-08 13:58:13+00:00,2023-04-09 16:27:00+00:00,2023-04-11 00:57:00+00:00,,2.950000047683716
37378,25749,9220,complete,2023-06-17 15:31:46+00:00,2023-06-17 22:31:00+00:00,2023-06-18 01:13:00+00:00,,2.950000047683716
42946,29557,28862,complete,2022-09-11 07:30:11+00:00,2022-09-13 07:30:00+00:00,2022-09-13 16:26:00+00:00,,2.950000047683716
45640,31412,13662,complete,,,,,2.950000047683716
57231,39406,29008,complete,2022-09-19 23:03:46+00:00,2022-09-20 22:02:00+00:00,2022-09-23 23:45:00+00:00,,2.950000047683716
57665,39693,15349,complete,2023-11-13 07:35:34+00:00,2023-11-15 02:09:00+00:00,2023-11-18 19:36:00+00:00,,2.950000047683716
67506,46437,29064,complete,2019-05-12 11:37:22+00:00,2019-05-15 13:02:00+00:00,2019-05-16 16:07:00+00:00,,2.950000047683716
80720,55545,29064,complete,2023-03-13 12:36:13+00:00,2023-03-13 17:09:00+00:00,2023-03-16 20:18:00+00:00,,2.950000047683716
91235,62780,28548,complete,2023-10-22 17:10:26+00:00,2023-10-21 17:49:00+00:00,2023-10-25 09:33:00+00:00,,2.950000047683716
94957,65313,13662,complete,2021-03-12 12:02:09+00:00,2021-03-14 02:26:00+00:00,2021-03-18 19:07:00+00:00,,2.950000047683716
98109,67533,28589,complete,2022-04-03 15:30:03+00:00,2022-04-03 17:23:00+00:00,2022-04-05 14:01:00+00:00,,2.950000047683716
110130,75885,28589,complete,2021-08-28 05:14:04+00:00,2021-08-30 23:17:00+00:00,2021-09-02 14:13:00+00:00,,2.950000047683716
122480,84351,28921,complete,2023-12-31 17:20:01+00:00,2023-12-31 09:26:00+00:00,2024-01-05 00:33:00+00:00,,2.950000047683716
125423,86397,28921,complete,2023-08-22 01:14:45+00:00,2023-08-22 23:11:00+00:00,2023-08-26 19:51:00+00:00,,2.950000047683716
134058,92274,28862,complete,2022-08-28 14:38:13+00:00,2022-08-27 08:04:00+00:00,2022-08-29 03:44:00+00:00,,2.950000047683716
161456,111209,13662,complete,2022-04-16 11:33:39+00:00,2022-04-17 01:25:00+00:00,2022-04-18 11:40:00+00:00,,2.950000047683716
178654,123063,28921,complete,2023-09-27 06:12:18+00:00,2023-09-28 15:49:00+00:00,2023-09-29 01:40:00+00:00,,2.950000047683716
179754,123815,28589,complete,2022-05-19 14:18:54+00:00,2022-05-20 02:36:00+00:00,2022-05-22 06:15:00+00:00,,2.950000047683716
180086,124049,9220,complete,2022-09-30 22:08:07+00:00,2022-09-27 19:10:00+00:00,2022-09-30 07:00:00+00:00,,2.950000047683716
1863,1268,14170,processing,2023-11-08 04:17:27+00:00,,,,2.950000047683716
27913,19291,29008,processing,2023-06-28 08:12:57+00:00,,,,2.950000047683716
28934,19995,28589,processing,2022-12-29 10:54:58+00:00,,,,2.950000047683716
38698,26655,29064,processing,2023-02-27 04:53:07+00:00,,,,2.950000047683716
43123,29678,9220,processing,2021-12-13 15:28:32+00:00,,,,2.950000047683716
47237,32507,29008,processing,2022-03-18 02:45:10+00:00,,,,2.950000047683716
57608,39657,15349,processing,2022-11-14 00:21:12+00:00,,,,2.950000047683716
72493,49856,15349,processing,2023-12-17 14:02:04+00:00,,,,2.950000047683716
74950,51596,28548,processing,2021-05-15 12:41:55+00:00,,,,2.950000047683716
105018,72346,28862,processing,2023-06-15 04:56:23+00:00,,,,2.950000047683716
105898,72948,15349,processing,2023-06-07 07:31:58+00:00,,,,2.950000047683716
106975,73705,15349,processing,2023-10-31 09:59:09+00:00,,,,2.950000047683716
136416,93912,9220,processing,2023-02-05 02:40:33+00:00,,,,2.950000047683716
156119,107487,29008,processing,2023-05-29 13:13:14+00:00,,,,2.950000047683716
171441,118047,28589,processing,2023-05-08 11:42:44+00:00,,,,2.950000047683716
171983,118414,28548,processing,2023-09-01 00:51:24+00:00,,,,2.950000047683716
174130,119904,15744,processing,2024-01-10 03:43:17+00:00,,,,2.950000047683716
28856,19945,28589,returned,2022-12-15 06:59:20+00:00,2022-12-13 18:11:00+00:00,2022-12-14 02:51:00+00:00,2022-12-16 12:13:00+00:00,2.950000047683716
102148,70318,28589,returned,2023-04-01 04:54:57+00:00,2023-04-02 04:02:00+00:00,2023-04-05 21:58:00+00:00,2023-04-07 13:41:00+00:00,2.950000047683716
106099,73086,28862,returned,2020-03-24 14:15:51+00:00,2020-03-24 08:25:00+00:00,2020-03-24 13:26:00+00:00,2020-03-25 18:03:00+00:00,2.950000047683716
180612,124412,14170,returned,2023-12-18 08:32:40+00:00,2023-12-19 07:37:00+00:00,2023-12-21 12:56:00+00:00,2023-12-21 21:16:00+00:00,2.950000047683716
23390,16182,13662,shipped,2023-11-08 05:28:07+00:00,2023-11-09 22:51:00+00:00,,,2.950000047683716
25144,17396,15744,shipped,2023-03-04 13:32:09+00:00,2023-03-05 09:03:00+00:00,,,2.950000047683716
35623,24521,9220,shipped,2022-01-15 08:52:15+00:00,2022-01-15 17:06:00+00:00,,,2.950000047683716
52420,36024,9220,shipped,2021-01-04 09:45:06+00:00,2021-01-05 19:37:00+00:00,,,2.950000047683716
63697,43848,28862,shipped,2023-10-09 06:13:54+00:00,2023-10-11 23:37:00+00:00,,,2.950000047683716
70900,48756,28548,shipped,2023-02-27 13:48:14+00:00,2023-02-27 18:33:00+00:00,,,2.950000047683716
74889,51554,28921,shipped,2024-01-13 07:30:04+00:00,2024-01-13 12:34:00+00:00,,,2.950000047683716
91032,62643,13662,shipped,2021-10-17 10:22:48+00:00,2021-10-15 16:51:00+00:00,,,2.950000047683716
95526,65716,28862,shipped,2021-11-07 12:38:48+00:00,2021-11-07 20:03:00+00:00,,,2.950000047683716
96532,66422,28589,shipped,,,,,2.950000047683716
105997,73015,15744,shipped,2020-11-29 06:23:44+00:00,2020-12-01 19:17:00+00:00,,,2.950000047683716
119393,82244,29064,shipped,2023-01-30 12:00:45+00:00,2023-01-30 14:43:00+00:00,,,2.950000047683716
125954,86754,29064,shipped,2020-07-19 12:11:49+00:00,2020-07-19 07:01:00+00:00,,,2.950000047683716
138000,94993,29064,shipped,2023-04-27 10:21:59+00:00,2023-04-27 17:19:00+00:00,,,2.950000047683716
147246,101393,29064,shipped,2023-11-24 08:52:45+00:00,2023-11-26 08:46:00+00:00,,,2.950000047683716
155382,106990,15349,shipped,2021-08-01 13:46:36+00:00,2021-08-01 14:45:00+00:00,,,2.950000047683716
15436,10691,28551,cancelled,,,,,2.990000009536743
31903,22022,12354,cancelled,2023-12-03 08:52:32+00:00,,,,2.990000009536743
39971,27526,12265,cancelled,2023-06-25 07:29:52+00:00,,,,2.990000009536743
60090,41378,15531,cancelled,2023-05-08 09:13:39+00:00,,,,2.990000009536743
66875,46015,9621,cancelled,2023-12-28 02:13:35+00:00,,,,2.990000009536743
108710,74911,25276,cancelled,2021-09-28 14:59:51+00:00,,,,2.990000009536743
108719,74916,12664,cancelled,2022-05-19 13:00:55+00:00,,,,2.990000009536743
123955,85344,12265,cancelled,2022-01-16 07:10:37+00:00,,,,2.990000009536743
168826,116288,12351,cancelled,2021-05-22 22:41:21+00:00,,,,2.990000009536743
173833,119690,25276,cancelled,2021-04-23 00:58:20+00:00,,,,2.990000009536743
175126,120598,25276,cancelled,2022-08-24 09:49:30+00:00,,,,2.990000009536743
22591,15634,12265,complete,2020-12-31 01:09:44+00:00,2020-12-31 17:17:00+00:00,2021-01-04 06:13:00+00:00,,2.990000009536743
92262,63479,12354,complete,2023-11-21 06:16:58+00:00,2023-11-23 09:15:00+00:00,2023-11-25 07:31:00+00:00,,2.990000009536743
109765,75634,12265,complete,2021-02-24 01:23:41+00:00,2021-02-23 22:20:00+00:00,2021-02-25 15:02:00+00:00,,2.990000009536743
111898,77115,25276,complete,2020-07-22 14:12:19+00:00,2020-07-20 05:10:00+00:00,2020-07-21 16:55:00+00:00,,2.990000009536743
121320,83549,25276,complete,2022-05-10 07:54:25+00:00,2022-05-11 10:47:00+00:00,2022-05-15 06:54:00+00:00,,2.990000009536743
144318,99373,28551,complete,2022-03-07 07:18:09+00:00,2022-03-07 12:41:00+00:00,2022-03-10 17:26:00+00:00,,2.990000009536743
151341,104206,25276,complete,2023-07-31 12:31:36+00:00,2023-08-01 21:47:00+00:00,2023-08-02 07:24:00+00:00,,2.990000009536743
153532,105726,12265,complete,2024-01-15 00:47:52+00:00,2024-01-16 02:24:00+00:00,2024-01-18 15:02:00+00:00,,2.990000009536743
154690,106513,25276,complete,2023-05-09 05:20:48+00:00,2023-05-10 03:24:00+00:00,2023-05-11 14:16:00+00:00,,2.990000009536743
175030,120530,12265,complete,2019-12-08 02:18:24+00:00,2019-12-09 01:57:00+00:00,2019-12-11 04:04:00+00:00,,2.990000009536743
419,282,25276,processing,2021-12-10 11:41:59+00:00,,,,2.990000009536743
1090,744,28551,processing,2023-05-31 22:04:14+00:00,,,,2.990000009536743
17940,12415,25276,processing,2020-01-04 10:41:36+00:00,,,,2.990000009536743
28494,19707,15531,processing,2021-10-31 07:08:52+00:00,,,,2.990000009536743
61851,42604,12265,processing,2023-02-21 23:59:41+00:00,,,,2.990000009536743
73825,50809,9621,processing,2022-11-29 08:44:34+00:00,,,,2.990000009536743
76046,52342,15531,processing,2020-06-03 07:41:43+00:00,,,,2.990000009536743
87838,60427,9621,processing,2022-09-12 23:34:03+00:00,,,,2.990000009536743
130783,90053,12265,processing,2020-11-23 05:38:05+00:00,,,,2.990000009536743
139253,95871,15531,processing,2023-08-22 17:45:52+00:00,,,,2.990000009536743
171911,118364,12351,processing,2020-01-13 07:01:41+00:00,,,,2.990000009536743
181742,125215,15531,processing,2023-09-01 20:52:28+00:00,,,,2.990000009536743
17903,12392,25276,returned,2023-11-13 13:24:43+00:00,2023-11-11 02:32:00+00:00,2023-11-14 06:22:00+00:00,2023-11-15 13:25:00+00:00,2.990000009536743
68242,46944,12265,returned,2023-10-23 04:35:57+00:00,2023-10-21 03:27:00+00:00,2023-10-23 00:17:00+00:00,2023-10-24 18:44:00+00:00,2.990000009536743
68259,46959,12354,returned,2021-12-11 08:06:32+00:00,2021-12-13 05:50:00+00:00,2021-12-16 19:40:00+00:00,2021-12-17 08:30:00+00:00,2.990000009536743
143741,98972,25276,returned,2023-10-12 10:44:26+00:00,2023-10-10 09:25:00+00:00,2023-10-12 19:54:00+00:00,2023-10-15 03:14:00+00:00,2.990000009536743
1648,1127,15531,shipped,2022-11-01 21:57:47+00:00,2022-11-02 11:28:00+00:00,,,2.990000009536743
3485,2403,12351,shipped,2023-12-04 09:15:46+00:00,2023-12-05 10:16:00+00:00,,,2.990000009536743
6069,4208,12664,shipped,2021-09-11 00:30:25+00:00,2021-09-08 06:57:00+00:00,,,2.990000009536743
20753,14381,12664,shipped,2019-10-18 15:25:09+00:00,2019-10-21 11:51:00+00:00,,,2.990000009536743
22163,15327,25276,shipped,2020-09-07 03:04:57+00:00,2020-09-05 06:38:00+00:00,,,2.990000009536743
30413,21018,12351,shipped,2023-07-16 01:06:58+00:00,2023-07-15 14:46:00+00:00,,,2.990000009536743
50352,34640,9621,shipped,2021-05-05 12:34:19+00:00,2021-05-04 00:26:00+00:00,,,2.990000009536743
55959,38504,12354,shipped,2023-06-15 02:52:29+00:00,2023-06-12 16:28:00+00:00,,,2.990000009536743
59524,41011,12351,shipped,2023-12-13 14:16:09+00:00,2023-12-15 00:24:00+00:00,,,2.990000009536743
63568,43768,12664,shipped,2023-04-24 17:04:05+00:00,2023-04-23 18:43:00+00:00,,,2.990000009536743
77208,53109,28551,shipped,2023-12-08 09:42:22+00:00,2023-12-07 21:53:00+00:00,,,2.990000009536743
117981,81256,12354,shipped,2023-04-05 08:56:06+00:00,2023-04-08 08:25:00+00:00,,,2.990000009536743
119627,82391,12354,shipped,2021-05-25 15:21:35+00:00,2021-05-24 05:37:00+00:00,,,2.990000009536743
137714,94808,9621,shipped,2022-05-29 04:53:33+00:00,2022-05-29 22:16:00+00:00,,,2.990000009536743
101447,69850,28951,cancelled,2023-10-31 04:12:17+00:00,,,,3.0
18357,12685,28951,complete,2023-12-04 15:22:57+00:00,2023-12-07 03:42:00+00:00,2023-12-07 09:36:00+00:00,,3.0
60161,41426,28951,complete,2024-01-05 12:28:54+00:00,2024-01-07 16:42:00+00:00,2024-01-12 12:08:00+00:00,,3.0
129162,88946,28951,complete,2019-12-22 10:17:11+00:00,2019-12-19 08:53:00+00:00,2019-12-23 00:01:00+00:00,,3.0
148360,102152,28951,processing,2023-10-12 11:05:04+00:00,,,,3.0
66837,45988,28951,returned,2022-07-20 07:43:43+00:00,2022-07-23 08:38:00+00:00,2022-07-26 06:26:00+00:00,2022-07-27 08:56:00+00:00,3.0
106775,73559,28951,returned,2023-04-24 02:07:48+00:00,2023-04-20 19:43:00+00:00,2023-04-22 06:39:00+00:00,2023-04-25 05:07:00+00:00,3.0
152487,104993,28951,shipped,2023-11-05 14:31:50+00:00,2023-11-03 19:04:00+00:00,,,3.0
53208,36576,28972,cancelled,2020-12-18 10:05:26+00:00,,,,3.0899999141693115
175600,120933,28972,cancelled,2022-07-07 12:11:41+00:00,,,,3.0899999141693115
23000,15924,28972,complete,2020-05-31 08:45:00+00:00,2020-06-01 12:04:00+00:00,2020-06-02 12:52:00+00:00,,3.0899999141693115
13327,9235,28972,processing,2022-08-30 16:47:40+00:00,,,,3.0899999141693115
44032,30306,28972,processing,2023-02-22 07:12:22+00:00,,,,3.0899999141693115
127349,87687,28972,processing,2023-07-09 10:33:19+00:00,,,,3.0899999141693115
175418,120813,28972,processing,2019-08-24 02:27:27+00:00,,,,3.0899999141693115
88589,60950,28972,shipped,2021-05-12 13:15:33+00:00,2021-05-15 08:43:00+00:00,,,3.0899999141693115
93153,64106,28972,shipped,2023-11-24 04:00:40+00:00,2023-11-24 22:06:00+00:00,,,3.0899999141693115
93028,64023,628,cancelled,2023-07-28 16:17:09+00:00,,,,3.1099998950958248
145443,100147,628,cancelled,2023-05-10 12:45:33+00:00,,,,3.1099998950958248
144427,99441,628,complete,2022-04-25 10:47:17+00:00,2022-04-26 08:35:00+00:00,2022-05-01 04:25:00+00:00,,3.1099998950958248
81456,56046,628,shipped,2020-04-24 07:50:53+00:00,2020-04-25 11:15:00+00:00,,,3.1099998950958248
95133,65437,628,shipped,2023-08-01 02:53:22+00:00,2023-08-02 19:47:00+00:00,,,3.1099998950958248
65120,44807,13607,cancelled,2023-07-07 09:17:01+00:00,,,,3.1700000762939453
129142,88929,15248,cancelled,2020-10-18 06:16:18+00:00,,,,3.1700000762939453
131009,90205,13607,cancelled,2023-01-14 07:15:55+00:00,,,,3.1700000762939453
106264,73196,15248,processing,2020-09-19 11:30:44+00:00,,,,3.1700000762939453
126078,86832,15248,processing,2022-06-26 21:33:18+00:00,,,,3.1700000762939453
10102,6970,15248,shipped,2023-11-24 01:21:08+00:00,2023-11-24 12:54:00+00:00,,,3.1700000762939453
38091,26228,13607,shipped,2021-03-11 12:28:48+00:00,2021-03-12 06:59:00+00:00,,,3.1700000762939453
48092,33082,13607,shipped,2022-05-15 05:42:54+00:00,2022-05-16 04:05:00+00:00,,,3.1700000762939453
48620,33441,15248,shipped,2021-11-12 05:24:39+00:00,2021-11-12 14:55:00+00:00,,,3.1700000762939453
75380,51883,15248,shipped,2022-12-19 05:59:06+00:00,2022-12-17 07:35:00+00:00,,,3.1700000762939453
79016,54378,13607,shipped,2020-12-02 02:20:27+00:00,2020-12-01 17:44:00+00:00,,,3.1700000762939453
